pkg_name,heart_beat_count,time_offset,binning_data,max,heart_rate,comment,start_time,deviceuuid,custom,end_time,datauuid,create_time,update_time,min
com.sec.android.app.shealth,1,32400000,,94,94,,2021. 08. 08. ?¤í›„ 3:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 3:00:59,1eda979b-b84f-fd91-9390-ca87219dbcb4,2021. 08. 08. ?¤í›„ 3:00:59,2021. 08. 08. ?¤í›„ 3:00:59,67
com.sec.android.app.shealth,1,32400000,,94,82,,2021. 08. 08. ?¤í›„ 3:05:14,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 3:05:14,2c18c1b3-498f-02b9-ffde-be67bffa8252,2021. 08. 08. ?¤í›„ 3:05:14,2021. 08. 08. ?¤í›„ 3:05:14,67
com.sec.android.app.shealth,1,32400000,,94,72,,2021. 08. 08. ?¤í›„ 3:30:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 3:30:59,ee636557-e580-de5c-fa52-953722d6493f,2021. 08. 08. ?¤í›„ 3:30:59,2021. 08. 08. ?¤í›„ 3:30:59,67
com.sec.android.app.shealth,1,32400000,,94,75,,2021. 08. 08. ?¤í›„ 4:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 4:00:59,cad87130-cf30-ef3e-e7ad-d242887286cc,2021. 08. 08. ?¤í›„ 4:00:59,2021. 08. 08. ?¤í›„ 4:00:59,67
com.sec.android.app.shealth,1,32400000,,94,76,,2021. 08. 08. ?¤í›„ 4:30:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 4:30:59,e4190bd2-786f-fc6c-4bd6-229e3fcc3959,2021. 08. 08. ?¤í›„ 4:30:59,2021. 08. 08. ?¤í›„ 4:30:59,67
com.sec.android.app.shealth,1,32400000,,94,75,,2021. 08. 08. ?¤í›„ 6:26:41,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 6:26:41,10974639-a984-7f40-08ea-734fe955df10,2021. 08. 08. ?¤í›„ 6:26:41,2021. 08. 08. ?¤í›„ 6:26:41,67
com.sec.android.app.shealth,1,32400000,,99,99,,2021. 08. 08. ?¤í›„ 6:27:18,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 6:27:18,f38ed4b4-4b5c-da1c-dc7d-b5582c2f1fe1,2021. 08. 08. ?¤í›„ 6:27:18,2021. 08. 08. ?¤í›„ 6:27:18,67
com.sec.android.app.shealth,1,32400000,,99,74,,2021. 08. 08. ?¤í›„ 7:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 7:00:59,610fefea-8106-fe6c-0936-69f9c9e375fa,2021. 08. 08. ?¤í›„ 7:00:59,2021. 08. 08. ?¤í›„ 7:00:59,67
com.sec.android.app.shealth,1,32400000,,99,67,,2021. 08. 08. ?¤í›„ 8:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 8:00:59,655dbb86-4094-f3ce-4d7f-fd29fcde23e2,2021. 08. 08. ?¤í›„ 8:00:59,2021. 08. 08. ?¤í›„ 8:00:59,67
com.sec.android.app.shealth,1,32400000,,99,72,,2021. 08. 08. ?¤í›„ 8:30:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 8:30:59,c12ce047-c6d9-f06b-fee9-538c05cbd315,2021. 08. 08. ?¤í›„ 8:30:59,2021. 08. 08. ?¤í›„ 8:30:59,67
com.sec.android.app.shealth,1,32400000,,99,74,,2021. 08. 08. ?¤í›„ 9:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 9:00:59,1651d35d-8772-f19a-92e3-f7cb00253953,2021. 08. 08. ?¤í›„ 9:00:59,2021. 08. 08. ?¤í›„ 9:00:59,67
com.sec.android.app.shealth,1,32400000,,99,75,,2021. 08. 08. ?¤í›„ 9:30:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 9:30:59,7db8ae18-b50b-eacd-4a6d-78de9498e66a,2021. 08. 08. ?¤í›„ 9:30:59,2021. 08. 08. ?¤í›„ 9:30:59,67
com.sec.android.app.shealth,1,32400000,,99,69,,2021. 08. 08. ?¤í›„ 10:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 10:00:59,92567136-cbe9-7ce4-37c3-ceaa871baf71,2021. 08. 08. ?¤í›„ 10:00:59,2021. 08. 08. ?¤í›„ 10:00:59,67
com.sec.android.app.shealth,1,32400000,,99,70,,2021. 08. 08. ?¤í›„ 11:00:59,S57Vl7iz6H,,2021. 08. 08. ?¤í›„ 11:00:59,c3d18cb1-a39c-7561-c740-1603b2c7a2ca,2021. 08. 08. ?¤í›„ 11:00:59,2021. 08. 08. ?¤í›„ 11:00:59,67
com.sec.android.app.shealth,1,32400000,,80,80,,2021. 08. 09. ?¤ì „ 12:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 12:00:59,ace7be5b-b251-5eb8-cedb-2dfea18a5747,2021. 08. 09. ?¤ì „ 12:00:59,2021. 08. 09. ?¤ì „ 12:00:59,80
com.sec.android.app.shealth,1,32400000,,80,67,,2021. 08. 09. ?¤ì „ 12:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 12:30:59,9f15a0d4-9d30-10ed-c14b-f1ca9821d49d,2021. 08. 09. ?¤ì „ 12:30:59,2021. 08. 09. ?¤ì „ 12:30:59,67
com.sec.android.app.shealth,1,32400000,,80,79,,2021. 08. 09. ?¤ì „ 1:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 1:00:59,485c7b6c-2bdd-c700-0376-46df609cea3d,2021. 08. 09. ?¤ì „ 1:00:59,2021. 08. 09. ?¤ì „ 1:00:59,67
com.sec.android.app.shealth,1,32400000,,80,79,,2021. 08. 09. ?¤ì „ 1:30:12,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 1:30:12,ddca8321-9caa-652e-80ba-6df7ff3110ee,2021. 08. 09. ?¤ì „ 1:30:12,2021. 08. 09. ?¤ì „ 1:30:12,67
com.sec.android.app.shealth,1,32400000,,111,111,,2021. 08. 09. ?¤ì „ 1:33:22,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 1:33:22,a48eb6fc-6a0e-bd41-da7c-2591c7e0d75e,2021. 08. 09. ?¤ì „ 1:33:22,2021. 08. 09. ?¤ì „ 1:33:22,67
com.sec.android.app.shealth,1,32400000,,111,76,,2021. 08. 09. ?¤ì „ 2:22:11,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 2:22:11,98c80b80-4598-f183-e375-6e0049131f75,2021. 08. 09. ?¤ì „ 2:22:11,2021. 08. 09. ?¤ì „ 2:22:11,67
com.sec.android.app.shealth,1,32400000,,111,77,,2021. 08. 09. ?¤ì „ 2:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 2:30:59,6c4f85dd-9094-e7a0-fd03-3454e822ed62,2021. 08. 09. ?¤ì „ 2:30:59,2021. 08. 09. ?¤ì „ 2:30:59,67
com.sec.android.app.shealth,1,32400000,,111,66,,2021. 08. 09. ?¤ì „ 3:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 3:30:59,1faae1a0-f5b5-87c1-5e93-e85746f85b46,2021. 08. 09. ?¤ì „ 3:30:59,2021. 08. 09. ?¤ì „ 3:30:59,66
com.sec.android.app.shealth,1,32400000,,111,63,,2021. 08. 09. ?¤ì „ 4:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 4:30:59,ef1b48c5-7739-fd5e-7687-3fb1e33a40f9,2021. 08. 09. ?¤ì „ 4:30:59,2021. 08. 09. ?¤ì „ 4:30:59,63
com.sec.android.app.shealth,1,32400000,,111,56,,2021. 08. 09. ?¤ì „ 5:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 5:00:59,4dcb0b29-2ba4-ee4c-3932-ce78634e5e1d,2021. 08. 09. ?¤ì „ 5:00:59,2021. 08. 09. ?¤ì „ 5:00:59,56
com.sec.android.app.shealth,1,32400000,,111,53,,2021. 08. 09. ?¤ì „ 5:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 5:30:59,999fb7ca-1b78-42aa-fe67-2fb80dea6564,2021. 08. 09. ?¤ì „ 5:30:59,2021. 08. 09. ?¤ì „ 5:30:59,53
com.sec.android.app.shealth,1,32400000,,111,49,,2021. 08. 09. ?¤ì „ 6:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 6:00:59,ae9a1f73-5cea-dd40-640e-3af7c946c356,2021. 08. 09. ?¤ì „ 6:00:59,2021. 08. 09. ?¤ì „ 6:00:59,49
com.sec.android.app.shealth,1,32400000,,111,54,,2021. 08. 09. ?¤ì „ 6:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 6:30:59,00a60414-f7aa-c6c6-1ce4-0cb5d35eb61d,2021. 08. 09. ?¤ì „ 6:30:59,2021. 08. 09. ?¤ì „ 6:30:59,49
com.sec.android.app.shealth,1,32400000,,111,59,,2021. 08. 09. ?¤ì „ 7:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 7:00:59,af08fcf5-a269-0416-87f4-b908d835a642,2021. 08. 09. ?¤ì „ 7:00:59,2021. 08. 09. ?¤ì „ 7:00:59,49
com.sec.android.app.shealth,1,32400000,,111,54,,2021. 08. 09. ?¤ì „ 7:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 7:30:59,645765da-08b6-403d-bc0c-fa5e9fae9d47,2021. 08. 09. ?¤ì „ 7:30:59,2021. 08. 09. ?¤ì „ 7:30:59,49
com.sec.android.app.shealth,1,32400000,,111,60,,2021. 08. 09. ?¤ì „ 8:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 8:00:59,d0bd7aea-39f2-2a01-c2b2-8bbf8edc37ac,2021. 08. 09. ?¤ì „ 8:00:59,2021. 08. 09. ?¤ì „ 8:00:59,49
com.sec.android.app.shealth,1,32400000,,111,59,,2021. 08. 09. ?¤ì „ 8:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 8:30:59,94d60351-f0a6-ab18-a00d-e719b8272f67,2021. 08. 09. ?¤ì „ 8:30:59,2021. 08. 09. ?¤ì „ 8:30:59,49
com.sec.android.app.shealth,1,32400000,,111,57,,2021. 08. 09. ?¤ì „ 9:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 9:00:59,faff3e7a-b048-e7b8-a932-4e431ae8bac0,2021. 08. 09. ?¤ì „ 9:00:59,2021. 08. 09. ?¤ì „ 9:00:59,49
com.sec.android.app.shealth,1,32400000,,111,46,,2021. 08. 09. ?¤ì „ 9:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 9:30:59,f2e7b014-4842-ff05-6ba3-7c9a3d5454f7,2021. 08. 09. ?¤ì „ 9:30:59,2021. 08. 09. ?¤ì „ 9:30:59,46
com.sec.android.app.shealth,1,32400000,,111,51,,2021. 08. 09. ?¤ì „ 10:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 10:00:59,61418f85-eda6-aac2-7ec0-80cc0d1a71d4,2021. 08. 09. ?¤ì „ 10:00:59,2021. 08. 09. ?¤ì „ 10:00:59,46
com.sec.android.app.shealth,1,32400000,,111,52,,2021. 08. 09. ?¤ì „ 11:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 11:00:59,74a2216d-53a0-a6c2-2b6a-ac15424f78a6,2021. 08. 09. ?¤ì „ 11:00:59,2021. 08. 09. ?¤ì „ 11:00:59,46
com.sec.android.app.shealth,1,32400000,,111,51,,2021. 08. 09. ?¤ì „ 11:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤ì „ 11:30:59,80f326d6-347a-e2eb-1604-40a0f29fdd68,2021. 08. 09. ?¤ì „ 11:30:59,2021. 08. 09. ?¤ì „ 11:30:59,46
com.sec.android.app.shealth,1,32400000,,111,54,,2021. 08. 09. ?¤í›„ 12:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 12:00:59,746096eb-adc2-0588-4bbb-c9a523ed9554,2021. 08. 09. ?¤í›„ 12:00:59,2021. 08. 09. ?¤í›„ 12:00:59,46
com.sec.android.app.shealth,1,32400000,,111,51,,2021. 08. 09. ?¤í›„ 12:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 12:30:59,72f14682-ee97-c118-0b81-75d05f585724,2021. 08. 09. ?¤í›„ 12:30:59,2021. 08. 09. ?¤í›„ 12:30:59,46
com.sec.android.app.shealth,1,32400000,,111,89,,2021. 08. 09. ?¤í›„ 1:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 1:00:59,ccba3c89-2d96-f71d-654e-6153e2f2fc75,2021. 08. 09. ?¤í›„ 1:00:59,2021. 08. 09. ?¤í›„ 1:00:59,46
com.sec.android.app.shealth,1,32400000,,111,66,,2021. 08. 09. ?¤í›„ 2:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 2:00:59,7252c000-8bde-5d59-f15a-f59ca71de0d7,2021. 08. 09. ?¤í›„ 2:00:59,2021. 08. 09. ?¤í›„ 2:00:59,46
com.sec.android.app.shealth,1,32400000,,111,78,,2021. 08. 09. ?¤í›„ 2:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 2:30:59,0640e40a-ce90-a37d-0274-6b5223ffc476,2021. 08. 09. ?¤í›„ 2:30:59,2021. 08. 09. ?¤í›„ 2:30:59,46
com.sec.android.app.shealth,1,32400000,,111,78,,2021. 08. 09. ?¤í›„ 3:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 3:00:59,2e96f907-03aa-f6d1-cc57-7d8a48626a72,2021. 08. 09. ?¤í›„ 3:00:59,2021. 08. 09. ?¤í›„ 3:00:59,46
com.sec.android.app.shealth,1,32400000,,111,69,,2021. 08. 09. ?¤í›„ 4:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 4:30:59,9e55b358-c64f-cb72-4c11-f15dbb38c4c3,2021. 08. 09. ?¤í›„ 4:30:59,2021. 08. 09. ?¤í›„ 4:30:59,46
com.sec.android.app.shealth,1,32400000,,111,67,,2021. 08. 09. ?¤í›„ 5:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 5:00:59,263a3756-0c24-b8f6-3800-1ec796268cfa,2021. 08. 09. ?¤í›„ 5:00:59,2021. 08. 09. ?¤í›„ 5:00:59,46
com.sec.android.app.shealth,1,32400000,,111,82,,2021. 08. 09. ?¤í›„ 5:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 5:30:59,6a2dfd86-adc8-33b5-2293-b770edd0902c,2021. 08. 09. ?¤í›„ 5:30:59,2021. 08. 09. ?¤í›„ 5:30:59,46
com.sec.android.app.shealth,1,32400000,,111,60,,2021. 08. 09. ?¤í›„ 6:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 6:00:59,ebf7b247-edc0-9255-49a1-448a5d5105f9,2021. 08. 09. ?¤í›„ 6:00:59,2021. 08. 09. ?¤í›„ 6:00:59,46
com.sec.android.app.shealth,1,32400000,,111,63,,2021. 08. 09. ?¤í›„ 6:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 6:30:59,37eebe0d-b0f8-47de-a8b3-8c7b9793331d,2021. 08. 09. ?¤í›„ 6:30:59,2021. 08. 09. ?¤í›„ 6:30:59,46
com.sec.android.app.shealth,1,32400000,ba57eed6-c07a-5ffa-e92d-ead34de7c744.binning_data,120,112,,2021. 08. 09. ?¤í›„ 7:00:00,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 7:17:58,ba57eed6-c07a-5ffa-e92d-ead34de7c744,2021. 08. 09. ?¤í›„ 7:17:58,2021. 08. 09. ?¤í›„ 7:17:58,94
com.sec.android.app.shealth,1,32400000,d7f2634f-2d88-8275-213a-2e6431b40888.binning_data,111,105,,2021. 08. 09. ?¤í›„ 6:00:00,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 6:59:15,d7f2634f-2d88-8275-213a-2e6431b40888,2021. 08. 09. ?¤í›„ 6:59:15,2021. 08. 09. ?¤í›„ 6:59:15,95
com.sec.android.app.shealth,1,32400000,,130,78,,2021. 08. 09. ?¤í›„ 7:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 7:30:59,1586134f-aa44-37b8-9536-a211f36c5b9e,2021. 08. 09. ?¤í›„ 7:30:59,2021. 08. 09. ?¤í›„ 7:30:59,46
com.sec.android.app.shealth,1,32400000,,130,93,,2021. 08. 09. ?¤í›„ 8:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 8:00:59,0b93eaf6-1a29-33fc-353e-9f4f02202524,2021. 08. 09. ?¤í›„ 8:00:59,2021. 08. 09. ?¤í›„ 8:00:59,46
com.sec.android.app.shealth,1,32400000,,130,74,,2021. 08. 09. ?¤í›„ 8:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 8:30:59,6ec19ea6-9dd3-023d-dff8-e16ebe7b66a2,2021. 08. 09. ?¤í›„ 8:30:59,2021. 08. 09. ?¤í›„ 8:30:59,46
com.sec.android.app.shealth,1,32400000,,130,87,,2021. 08. 09. ?¤í›„ 9:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 9:00:59,41d43e84-ca95-4909-5e3f-f03c885435ce,2021. 08. 09. ?¤í›„ 9:00:59,2021. 08. 09. ?¤í›„ 9:00:59,46
com.sec.android.app.shealth,1,32400000,,130,73,,2021. 08. 09. ?¤í›„ 9:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 9:30:59,26e978c3-b247-ac5b-a9de-a1f4e5503ef0,2021. 08. 09. ?¤í›„ 9:30:59,2021. 08. 09. ?¤í›„ 9:30:59,46
com.sec.android.app.shealth,1,32400000,,130,77,,2021. 08. 09. ?¤í›„ 10:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 10:00:59,801a402c-93b6-4ac7-7480-9482455f85cd,2021. 08. 09. ?¤í›„ 10:00:59,2021. 08. 09. ?¤í›„ 10:00:59,46
com.sec.android.app.shealth,1,32400000,,130,85,,2021. 08. 09. ?¤í›„ 10:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 10:30:59,b6077008-7d2d-e5df-a80d-c6bda6ca5280,2021. 08. 09. ?¤í›„ 10:30:59,2021. 08. 09. ?¤í›„ 10:30:59,46
com.sec.android.app.shealth,1,32400000,,130,82,,2021. 08. 09. ?¤í›„ 11:00:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 11:00:59,e61845b6-1f79-973a-001e-b6a3ea74831b,2021. 08. 09. ?¤í›„ 11:00:59,2021. 08. 09. ?¤í›„ 11:00:59,46
com.sec.android.app.shealth,1,32400000,,130,73,,2021. 08. 09. ?¤í›„ 11:30:59,S57Vl7iz6H,,2021. 08. 09. ?¤í›„ 11:30:59,48db0ad0-18a1-bae5-8983-36a07a347bef,2021. 08. 09. ?¤í›„ 11:30:59,2021. 08. 09. ?¤í›„ 11:30:59,46
com.sec.android.app.shealth,1,32400000,,75,75,,2021. 08. 10. ?¤ì „ 12:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 12:30:59,1b5b3b54-782d-f839-2c1e-52da5f2ddf45,2021. 08. 10. ?¤ì „ 12:30:59,2021. 08. 10. ?¤ì „ 12:30:59,75
com.sec.android.app.shealth,1,32400000,,75,68,,2021. 08. 10. ?¤ì „ 1:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 1:00:59,49a84799-ba39-8cdc-8027-5268a5f9e208,2021. 08. 10. ?¤ì „ 1:00:59,2021. 08. 10. ?¤ì „ 1:00:59,68
com.sec.android.app.shealth,1,32400000,,75,68,,2021. 08. 10. ?¤ì „ 1:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 1:30:59,9ecd9a4f-914d-0946-9a0c-3130dc6b97ff,2021. 08. 10. ?¤ì „ 1:30:59,2021. 08. 10. ?¤ì „ 1:30:59,68
com.sec.android.app.shealth,1,32400000,,75,73,,2021. 08. 10. ?¤ì „ 2:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 2:00:59,4b1a7bd5-5dbf-4651-bdf9-2b73342fe12e,2021. 08. 10. ?¤ì „ 2:00:59,2021. 08. 10. ?¤ì „ 2:00:59,68
com.sec.android.app.shealth,1,32400000,,75,65,,2021. 08. 10. ?¤ì „ 2:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 2:30:59,62e5b506-3727-29e0-2d19-4e676ae4c925,2021. 08. 10. ?¤ì „ 2:30:59,2021. 08. 10. ?¤ì „ 2:30:59,65
com.sec.android.app.shealth,1,32400000,,75,61,,2021. 08. 10. ?¤ì „ 4:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 4:00:59,3ac8888e-602f-fcbf-ad06-4c62fbbb5e2a,2021. 08. 10. ?¤ì „ 4:00:59,2021. 08. 10. ?¤ì „ 4:00:59,61
com.sec.android.app.shealth,1,32400000,,75,59,,2021. 08. 10. ?¤ì „ 4:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 4:30:59,deb9bf72-977f-17d6-482b-b22aabfbedfb,2021. 08. 10. ?¤ì „ 4:30:59,2021. 08. 10. ?¤ì „ 4:30:59,59
com.sec.android.app.shealth,1,32400000,,75,54,,2021. 08. 10. ?¤ì „ 5:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 5:00:59,39b56db4-2b23-27c3-0e4a-45f4a7a0720b,2021. 08. 10. ?¤ì „ 5:00:59,2021. 08. 10. ?¤ì „ 5:00:59,54
com.sec.android.app.shealth,1,32400000,,75,52,,2021. 08. 10. ?¤ì „ 5:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 5:30:59,1abd3242-568b-061e-e741-6aa4dc17c735,2021. 08. 10. ?¤ì „ 5:30:59,2021. 08. 10. ?¤ì „ 5:30:59,52
com.sec.android.app.shealth,1,32400000,,75,58,,2021. 08. 10. ?¤ì „ 6:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 6:30:59,13cb8202-830e-9972-6e16-5114e097e633,2021. 08. 10. ?¤ì „ 6:30:59,2021. 08. 10. ?¤ì „ 6:30:59,52
com.sec.android.app.shealth,1,32400000,,75,59,,2021. 08. 10. ?¤ì „ 7:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 7:00:59,bfc657d6-75bf-1d29-38af-a404ce0db498,2021. 08. 10. ?¤ì „ 7:00:59,2021. 08. 10. ?¤ì „ 7:00:59,52
com.sec.android.app.shealth,1,32400000,,75,68,,2021. 08. 10. ?¤ì „ 7:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 7:30:59,231aa795-f41b-f478-2d5c-4a07cb05c6d8,2021. 08. 10. ?¤ì „ 7:30:59,2021. 08. 10. ?¤ì „ 7:30:59,52
com.sec.android.app.shealth,1,32400000,,75,60,,2021. 08. 10. ?¤ì „ 8:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 8:00:59,c6c0bccc-de93-796f-8825-1b0a51b48f7f,2021. 08. 10. ?¤ì „ 8:00:59,2021. 08. 10. ?¤ì „ 8:00:59,52
com.sec.android.app.shealth,1,32400000,,75,58,,2021. 08. 10. ?¤ì „ 8:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 8:30:59,58b7d34c-adcb-427c-b2e5-5a10ecfd87ef,2021. 08. 10. ?¤ì „ 8:30:59,2021. 08. 10. ?¤ì „ 8:30:59,52
com.sec.android.app.shealth,1,32400000,,75,58,,2021. 08. 10. ?¤ì „ 9:00:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 9:00:59,eecd8a2f-607f-0046-8594-aaaf5c148ee2,2021. 08. 10. ?¤ì „ 9:00:59,2021. 08. 10. ?¤ì „ 9:00:59,52
com.sec.android.app.shealth,1,32400000,,75,51,,2021. 08. 10. ?¤ì „ 9:30:59,S57Vl7iz6H,,2021. 08. 10. ?¤ì „ 9:30:59,a45ce1f2-8dcd-a2d8-c2ae-2437c5697181,2021. 08. 10. ?¤ì „ 9:30:59,2021. 08. 10. ?¤ì „ 9:30:59,51
