id,genre,track_name,location,preview_url,filename,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
3sUtDNoHKdFV4WXShozY22,neo-classical,Akal Ki,./scrapes/Dark/Akal Ki.mp3,https://p.scdn.co/mp3-preview/1f8695f28af88e403a09a496b8737555d9dfaccc?cid=04efa8f320b849739fa98c7d12ffbe9c,Akal Ki.mp3,Aukai,0.652,0.515,11,-12.034,0,0.0324,0.239,0.751,0.0991,0.203,134.969,Dark
2DmIDwMhMA3V0KipI78nM1,neoclassical darkwave,No Step on Wing,./scrapes/Dark/No Step on Wing.mp3,https://p.scdn.co/mp3-preview/3dacdcc974c08a2b6818ca43bd5fd45251cf6c1a?cid=04efa8f320b849739fa98c7d12ffbe9c,No Step on Wing.mp3,Nils Frahm,0.181,0.161,11,-27.538,1,0.0348,0.931,0.947,0.134,0.24,93.444,Dark
0TeV9D5NtoAjITBs80oMVg,soundtrack,Into the Fire,./scrapes/Dark/Into the Fire.mp3,https://p.scdn.co/mp3-preview/9e458d47e99aaac612bb22e4a063c395e87c3997?cid=04efa8f320b849739fa98c7d12ffbe9c,Into the Fire.mp3,Patrick Jonsson,0.371,0.235,6,-17.785,0,0.0384,0.906,0.943,0.11,0.0381,128.069,Dark
3Pb1B51RXr8DnmGpR14GXl,italian electronica,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
2njj6RRRr3LTQ0KR57k3bY,modern cello,Carapace,./scrapes/Dark/Carapace.mp3,https://p.scdn.co/mp3-preview/afccdc6c43a6990bcd072eeffe4143d96e4738e8?cid=04efa8f320b849739fa98c7d12ffbe9c,Carapace.mp3,Julia Kent,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,Dark
4ANoLzEjtGOBl5qCvEiLov,wonky,A Year and a Day,./scrapes/Dark/A Year and a Day.mp3,https://p.scdn.co/mp3-preview/201c4cd6b99a77e5e0103be4e0c1327901633a54?cid=04efa8f320b849739fa98c7d12ffbe9c,A Year and a Day.mp3,Kelpe,0.17,0.218,0,-16.384,1,0.0394,0.401,0.878,0.102,0.0373,115.138,Dark
1sk2K7lpkZgAbTRjF07HhK,brighton indie,Nouveau-Né (Re-Imagined),./scrapes/Dark/Nouveau-Né (Re-Imagined).mp3,https://p.scdn.co/mp3-preview/7dc5938b7970af7ebc85e7131b422491c9b8b7c5?cid=04efa8f320b849739fa98c7d12ffbe9c,Nouveau-Né (Re-Imagined).mp3,Phoria,0.415,0.0711,11,-27.629,1,0.0355,0.989,0.871,0.0856,0.11,79.004,Dark
6TCkr5rl8Bu12hIXheOTqx,nu age,Parade I,./scrapes/Dark/Parade I.mp3,https://p.scdn.co/mp3-preview/e61a8db698e4737c6c355ea40a6cd2ce17a61d3f?cid=04efa8f320b849739fa98c7d12ffbe9c,Parade I.mp3,Moshimoss,0.142,0.256,4,-16.043,1,0.0416,0.854,0.813,0.0729,0.0307,69.942,Dark
3sUtDNoHKdFV4WXShozY22,compositional ambient,Akal Ki,./scrapes/Dark/Akal Ki.mp3,https://p.scdn.co/mp3-preview/1f8695f28af88e403a09a496b8737555d9dfaccc?cid=04efa8f320b849739fa98c7d12ffbe9c,Akal Ki.mp3,Aukai,0.652,0.515,11,-12.034,0,0.0324,0.239,0.751,0.0991,0.203,134.969,Dark
1F3pzdYyCJlnQoCM9gFzaU,new rave,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
1F3pzdYyCJlnQoCM9gFzaU,alternative rock,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
1uIjVysHAMBXEr8Arx7tfT,swiss indie,Ave,./scrapes/Dark/Ave.mp3,https://p.scdn.co/mp3-preview/d8ad1a94a1d492fb8cdf5ff09789bb7c03fe3951?cid=04efa8f320b849739fa98c7d12ffbe9c,Ave.mp3,Pablo Nouvelle,0.587,0.0877,7,-23.077,0,0.0428,0.952,0.931,0.115,0.0922,159.801,Dark
68Cz5sfSKx1ugwoxJzLIHh,electronica,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
0ziXftS3A7jAVobpKVKwg9,post-rock,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir)","./scrapes/Dark/Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",https://p.scdn.co/mp3-preview/728e9c2984513a9550fcea88a3be6ebe6cb8e80f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",Sigur Rós,0.452,0.507,9,-13.181,0,0.0272,0.215,0.905,0.0788,0.56,130.608,Dark
2njj6RRRr3LTQ0KR57k3bY,cello,Carapace,./scrapes/Dark/Carapace.mp3,https://p.scdn.co/mp3-preview/afccdc6c43a6990bcd072eeffe4143d96e4738e8?cid=04efa8f320b849739fa98c7d12ffbe9c,Carapace.mp3,Julia Kent,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,Dark
3Pb1B51RXr8DnmGpR14GXl,compositional ambient,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
1F3pzdYyCJlnQoCM9gFzaU,freak folk,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Owen Pallett,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5b6rOFv35qB3NUWAzHzX6s,modern cello,Mayday,./scrapes/Dark/Mayday.mp3,https://p.scdn.co/mp3-preview/f5c78c6734eefe0bc767dca4fefe03ab3d472bc1?cid=04efa8f320b849739fa98c7d12ffbe9c,Mayday.mp3,Michael Peter Olsen,0.178,0.206,2,-16.532,1,0.0431,0.299,0.831,0.125,0.0766,126.614,Dark
1F3pzdYyCJlnQoCM9gFzaU,chamber pop,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Owen Pallett,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5h9QpeYnU4Q652BUKFXwQ4,neo-classical,Salt Point,./scrapes/Dark/Salt Point.mp3,https://p.scdn.co/mp3-preview/078650ac8df141bc66a9d4d71b99abd3bec3e450?cid=04efa8f320b849739fa98c7d12ffbe9c,Salt Point.mp3,Julia Kent,0.379,0.15,9,-16.608,0,0.0301,0.925,0.93,0.0821,0.0382,96.103,Dark
3Pb1B51RXr8DnmGpR14GXl,rome indie,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
0ziXftS3A7jAVobpKVKwg9,ethereal wave,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir)","./scrapes/Dark/Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",https://p.scdn.co/mp3-preview/728e9c2984513a9550fcea88a3be6ebe6cb8e80f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",Sigur Rós,0.452,0.507,9,-13.181,0,0.0272,0.215,0.905,0.0788,0.56,130.608,Dark
6ldwAO48sOkBHgYystAuaf,italian electronica,Enjoy the Light - Piano and String Quintet,./scrapes/Dark/Enjoy the Light - Piano and String Quintet.mp3,https://p.scdn.co/mp3-preview/9f249ec62e71a8c3ed8f727c0e5d0d949a4af60c?cid=04efa8f320b849739fa98c7d12ffbe9c,Enjoy the Light - Piano and String Quintet.mp3,Dardust,0.344,0.247,0,-14.604,1,0.0376,0.831,0.959,0.11,0.0687,127.937,Dark
4ANoLzEjtGOBl5qCvEiLov,electronica,A Year and a Day,./scrapes/Dark/A Year and a Day.mp3,https://p.scdn.co/mp3-preview/201c4cd6b99a77e5e0103be4e0c1327901633a54?cid=04efa8f320b849739fa98c7d12ffbe9c,A Year and a Day.mp3,Kelpe,0.17,0.218,0,-16.384,1,0.0394,0.401,0.878,0.102,0.0373,115.138,Dark
68Cz5sfSKx1ugwoxJzLIHh,drill and bass,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
6ldwAO48sOkBHgYystAuaf,compositional ambient,Enjoy the Light - Piano and String Quintet,./scrapes/Dark/Enjoy the Light - Piano and String Quintet.mp3,https://p.scdn.co/mp3-preview/9f249ec62e71a8c3ed8f727c0e5d0d949a4af60c?cid=04efa8f320b849739fa98c7d12ffbe9c,Enjoy the Light - Piano and String Quintet.mp3,Dardust,0.344,0.247,0,-14.604,1,0.0376,0.831,0.959,0.11,0.0687,127.937,Dark
5h9QpeYnU4Q652BUKFXwQ4,cello,Salt Point,./scrapes/Dark/Salt Point.mp3,https://p.scdn.co/mp3-preview/078650ac8df141bc66a9d4d71b99abd3bec3e450?cid=04efa8f320b849739fa98c7d12ffbe9c,Salt Point.mp3,Julia Kent,0.379,0.15,9,-16.608,0,0.0301,0.925,0.93,0.0821,0.0382,96.103,Dark
68Cz5sfSKx1ugwoxJzLIHh,ninja,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
1F3pzdYyCJlnQoCM9gFzaU,alternative dance,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5EzmuUgag56v5C57sjIV1j,epicore,The Waiting Room,./scrapes/Dark/The Waiting Room.mp3,https://p.scdn.co/mp3-preview/841dc1bfaa39a232ce9b36d344f01f799e9b4c1d?cid=04efa8f320b849739fa98c7d12ffbe9c,The Waiting Room.mp3,Paul Haslinger,0.158,0.0769,10,-22.247,1,0.0313,0.928,0.929,0.089,0.0391,72.711,Dark
2njj6RRRr3LTQ0KR57k3bY,neo-classical,Carapace,./scrapes/Dark/Carapace.mp3,https://p.scdn.co/mp3-preview/afccdc6c43a6990bcd072eeffe4143d96e4738e8?cid=04efa8f320b849739fa98c7d12ffbe9c,Carapace.mp3,Julia Kent,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,Dark
3Jff69kvbsXnRwHnJTOL2A,neo-classical,Stars Light Up The Water,./scrapes/Dark/Stars Light Up The Water.mp3,https://p.scdn.co/mp3-preview/066d1f1355c72969c649b5ef3ced88cdf2ba5d81?cid=04efa8f320b849739fa98c7d12ffbe9c,Stars Light Up The Water.mp3,Comet Blue,0.266,0.0363,8,-25.939,1,0.0348,0.989,0.915,0.0957,0.265,171.154,Dark
1F3pzdYyCJlnQoCM9gFzaU,modern rock,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
4ANoLzEjtGOBl5qCvEiLov,wonky,A Year and a Day,./scrapes/Dark/A Year and a Day.mp3,https://p.scdn.co/mp3-preview/201c4cd6b99a77e5e0103be4e0c1327901633a54?cid=04efa8f320b849739fa98c7d12ffbe9c,A Year and a Day.mp3,Kelpe,0.17,0.218,0,-16.384,1,0.0394,0.401,0.878,0.102,0.0373,115.138,Dark
3Pb1B51RXr8DnmGpR14GXl,compositional ambient,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
4Tni0eZOEBwZ7Dd1Q4izKL,compositional ambient,Love,./scrapes/Dark/Love.mp3,https://p.scdn.co/mp3-preview/0459313cd3ece7d3fa160ac9bb8efb5d50327a8b?cid=04efa8f320b849739fa98c7d12ffbe9c,Love.mp3,Ben Lukas Boysen,0.537,0.376,2,-14.131,0,0.0318,0.96,0.907,0.0607,0.234,160.002,Dark
1F3pzdYyCJlnQoCM9gFzaU,indie pop,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5EDLYLzDy7O7WQdBYM5udQ,neo-classical,Snow,./scrapes/Dark/Snow.mp3,https://p.scdn.co/mp3-preview/dc661f7448e3f20b9c8c6e1837b4f4f81468fec2?cid=04efa8f320b849739fa98c7d12ffbe9c,Snow.mp3,Fabrizio Paterlini,0.276,0.259,2,-17.332,0,0.034,0.987,0.866,0.102,0.416,180.901,Dark
6TCkr5rl8Bu12hIXheOTqx,nu age,Parade I,./scrapes/Dark/Parade I.mp3,https://p.scdn.co/mp3-preview/e61a8db698e4737c6c355ea40a6cd2ce17a61d3f?cid=04efa8f320b849739fa98c7d12ffbe9c,Parade I.mp3,Moshimoss,0.142,0.256,4,-16.043,1,0.0416,0.854,0.813,0.0729,0.0307,69.942,Dark
68Cz5sfSKx1ugwoxJzLIHh,intelligent dance music,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
68Cz5sfSKx1ugwoxJzLIHh,deep idm,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
1F3pzdYyCJlnQoCM9gFzaU,baroque pop,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5EDLYLzDy7O7WQdBYM5udQ,neo-classical,Snow,./scrapes/Dark/Snow.mp3,https://p.scdn.co/mp3-preview/dc661f7448e3f20b9c8c6e1837b4f4f81468fec2?cid=04efa8f320b849739fa98c7d12ffbe9c,Snow.mp3,Fabrizio Paterlini,0.276,0.259,2,-17.332,0,0.034,0.987,0.866,0.102,0.416,180.901,Dark
5b6rOFv35qB3NUWAzHzX6s,modern cello,Mayday,./scrapes/Dark/Mayday.mp3,https://p.scdn.co/mp3-preview/f5c78c6734eefe0bc767dca4fefe03ab3d472bc1?cid=04efa8f320b849739fa98c7d12ffbe9c,Mayday.mp3,Michael Peter Olsen,0.178,0.206,2,-16.532,1,0.0431,0.299,0.831,0.125,0.0766,126.614,Dark
4Tni0eZOEBwZ7Dd1Q4izKL,neo-classical,Love,./scrapes/Dark/Love.mp3,https://p.scdn.co/mp3-preview/0459313cd3ece7d3fa160ac9bb8efb5d50327a8b?cid=04efa8f320b849739fa98c7d12ffbe9c,Love.mp3,Ben Lukas Boysen,0.537,0.376,2,-14.131,0,0.0318,0.96,0.907,0.0607,0.234,160.002,Dark
74xCaDznBiIIktSPbFd31H,icelandic electronic,Blurred - Sven Helbig Rework,./scrapes/Dark/Blurred - Sven Helbig Rework.mp3,https://p.scdn.co/mp3-preview/b671ee0fc405718f36b68f3a2f0b1d2476bd09cf?cid=04efa8f320b849739fa98c7d12ffbe9c,Blurred - Sven Helbig Rework.mp3,Kiasmos,0.0855,0.122,2,-18.526,1,0.0436,0.946,0.945,0.134,0.0372,85.44,Dark
2DmIDwMhMA3V0KipI78nM1,neoclassical darkwave,No Step on Wing,./scrapes/Dark/No Step on Wing.mp3,https://p.scdn.co/mp3-preview/3dacdcc974c08a2b6818ca43bd5fd45251cf6c1a?cid=04efa8f320b849739fa98c7d12ffbe9c,No Step on Wing.mp3,Nils Frahm,0.181,0.161,11,-27.538,1,0.0348,0.931,0.947,0.134,0.24,93.444,Dark
1F3pzdYyCJlnQoCM9gFzaU,alternative rock,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
1F3pzdYyCJlnQoCM9gFzaU,alternative dance,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
0ziXftS3A7jAVobpKVKwg9,dream pop,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir)","./scrapes/Dark/Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",https://p.scdn.co/mp3-preview/728e9c2984513a9550fcea88a3be6ebe6cb8e80f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",Sigur Rós,0.452,0.507,9,-13.181,0,0.0272,0.215,0.905,0.0788,0.56,130.608,Dark
4HUsC4vT6Aqeql8FKLfnbJ,british soundtrack,No Ball Games (Original Motion Picture Soundtrack),./scrapes/Dark/No Ball Games (Original Motion Picture Soundtrack).mp3,https://p.scdn.co/mp3-preview/be7f6cc8be80b5bd78999f10bad9008e5157c5a3?cid=04efa8f320b849739fa98c7d12ffbe9c,No Ball Games (Original Motion Picture Soundtrack).mp3,Patrick Jonsson,0.24,0.229,0,-18.088,1,0.0337,0.925,0.951,0.0626,0.0384,96.626,Dark
0TeV9D5NtoAjITBs80oMVg,british soundtrack,Into the Fire,./scrapes/Dark/Into the Fire.mp3,https://p.scdn.co/mp3-preview/9e458d47e99aaac612bb22e4a063c395e87c3997?cid=04efa8f320b849739fa98c7d12ffbe9c,Into the Fire.mp3,Patrick Jonsson,0.371,0.235,6,-17.785,0,0.0384,0.906,0.943,0.11,0.0381,128.069,Dark
4HUsC4vT6Aqeql8FKLfnbJ,soundtrack,No Ball Games (Original Motion Picture Soundtrack),./scrapes/Dark/No Ball Games (Original Motion Picture Soundtrack).mp3,https://p.scdn.co/mp3-preview/be7f6cc8be80b5bd78999f10bad9008e5157c5a3?cid=04efa8f320b849739fa98c7d12ffbe9c,No Ball Games (Original Motion Picture Soundtrack).mp3,Patrick Jonsson,0.24,0.229,0,-18.088,1,0.0337,0.925,0.951,0.0626,0.0384,96.626,Dark
1su4tA0rkmiBvfTiPpwuAU,neo-classical,"Yes, Brick by Brick","./scrapes/Dark/Yes, Brick by Brick.mp3",https://p.scdn.co/mp3-preview/1debdd9e0262484b01644e91e3059369dc98b8f9?cid=04efa8f320b849739fa98c7d12ffbe9c,"Yes, Brick by Brick.mp3",Ceeys,0.468,0.0734,2,-28.038,0,0.0489,0.945,0.96,0.11,0.318,95.986,Dark
3JuFH3tVsj4n8tI1vuGwRK,chamber folk,Wholeness and the Implicate Order,./scrapes/Dark/Wholeness and the Implicate Order.mp3,https://p.scdn.co/mp3-preview/f558efacd1f05436f4bae96b7e0f3437372e0bfd?cid=04efa8f320b849739fa98c7d12ffbe9c,Wholeness and the Implicate Order.mp3,The Last Dinosaur,0.208,0.564,8,-14.699,0,0.197,0.102,0.925,0.0871,0.299,96.774,Dark
3Q1wh0DxsauTGfKKy3LMzU,japanese piano,Nowhere,./scrapes/Dark/Nowhere.mp3,https://p.scdn.co/mp3-preview/9982374d3a1f2ccad12b08b349becb561f9003d5?cid=04efa8f320b849739fa98c7d12ffbe9c,Nowhere.mp3,Wataru Sato,0.269,0.147,10,-17.607,1,0.0378,0.995,0.866,0.0789,0.151,120.957,Dark
