
id,genre,track_name,location,preview_url,filename,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
7mcPqBUHml77xY5RfM0ecF,classical,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
7mcPqBUHml77xY5RfM0ecF,early music,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
7mcPqBUHml77xY5RfM0ecF,german baroque,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
7mcPqBUHml77xY5RfM0ecF,classical performance,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",David Fray,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
7mcPqBUHml77xY5RfM0ecF,classical piano,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",David Fray,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
7mcPqBUHml77xY5RfM0ecF,french classical piano,"Bach, JS: Goldberg Variations, BWV 988: Aria","./scrapes/Romance/Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/0481d6df96ad8f1290ef0891d6dd710dc35cb284?cid=04efa8f320b849739fa98c7d12ffbe9c,"Bach, JS: Goldberg Variations, BWV 988: Aria.mp3",David Fray,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,Romance
1L4NadMj3Jj7YgGaikyhfr,classical,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Franz Liszt,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
1L4NadMj3Jj7YgGaikyhfr,late romantic era,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Franz Liszt,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
1L4NadMj3Jj7YgGaikyhfr,classical,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Daniel Barenboim,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
1L4NadMj3Jj7YgGaikyhfr,classical performance,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Daniel Barenboim,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
1L4NadMj3Jj7YgGaikyhfr,israeli classical piano,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Daniel Barenboim,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
1L4NadMj3Jj7YgGaikyhfr,orchestral performance,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","./scrapes/Romance/6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido).mp3",Daniel Barenboim,0.368,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.085,69.363,Romance
7pN1FnWdKOx3GAciqfVVf7,classical,"Les berceaux, Op. 23, No. 1","./scrapes/Romance/Les berceaux, Op. 23, No. 1.mp3",,"Les berceaux, Op. 23, No. 1.mp3",Gabriel Fauré,0.179,0.0431,0,-23.664,0,0.0465,0.987,0.856,0.0785,0.0381,85.303,Romance
7pN1FnWdKOx3GAciqfVVf7,post-romantic era,"Les berceaux, Op. 23, No. 1","./scrapes/Romance/Les berceaux, Op. 23, No. 1.mp3",,"Les berceaux, Op. 23, No. 1.mp3",Gabriel Fauré,0.179,0.0431,0,-23.664,0,0.0465,0.987,0.856,0.0785,0.0381,85.303,Romance
7pN1FnWdKOx3GAciqfVVf7,classical,"Les berceaux, Op. 23, No. 1","./scrapes/Romance/Les berceaux, Op. 23, No. 1.mp3",,"Les berceaux, Op. 23, No. 1.mp3",Mischa Maisky,0.179,0.0431,0,-23.664,0,0.0465,0.987,0.856,0.0785,0.0381,85.303,Romance
7pN1FnWdKOx3GAciqfVVf7,classical cello,"Les berceaux, Op. 23, No. 1","./scrapes/Romance/Les berceaux, Op. 23, No. 1.mp3",,"Les berceaux, Op. 23, No. 1.mp3",Mischa Maisky,0.179,0.0431,0,-23.664,0,0.0465,0.987,0.856,0.0785,0.0381,85.303,Romance
7pN1FnWdKOx3GAciqfVVf7,classical performance,"Les berceaux, Op. 23, No. 1","./scrapes/Romance/Les berceaux, Op. 23, No. 1.mp3",,"Les berceaux, Op. 23, No. 1.mp3",Mischa Maisky,0.179,0.0431,0,-23.664,0,0.0465,0.987,0.856,0.0785,0.0381,85.303,Romance
1Fye8VOMOlXxtBo02TpNWD,classical,"Ständchen (From Schwanengesang, D957)","./scrapes/Romance/Ständchen (From Schwanengesang, D957).mp3",https://p.scdn.co/mp3-preview/379ae0820f9edc5b8c926c4cbbeaad26f2e1d858?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ständchen (From Schwanengesang, D957).mp3",Franz Liszt,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,Romance
1Fye8VOMOlXxtBo02TpNWD,late romantic era,"Ständchen (From Schwanengesang, D957)","./scrapes/Romance/Ständchen (From Schwanengesang, D957).mp3",https://p.scdn.co/mp3-preview/379ae0820f9edc5b8c926c4cbbeaad26f2e1d858?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ständchen (From Schwanengesang, D957).mp3",Franz Liszt,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,Romance
1Fye8VOMOlXxtBo02TpNWD,classical performance,"Ständchen (From Schwanengesang, D957)","./scrapes/Romance/Ständchen (From Schwanengesang, D957).mp3",https://p.scdn.co/mp3-preview/379ae0820f9edc5b8c926c4cbbeaad26f2e1d858?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ständchen (From Schwanengesang, D957).mp3",Evgeny Kissin,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,Romance
1Fye8VOMOlXxtBo02TpNWD,classical piano,"Ständchen (From Schwanengesang, D957)","./scrapes/Romance/Ständchen (From Schwanengesang, D957).mp3",https://p.scdn.co/mp3-preview/379ae0820f9edc5b8c926c4cbbeaad26f2e1d858?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ständchen (From Schwanengesang, D957).mp3",Evgeny Kissin,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,Romance
1Fye8VOMOlXxtBo02TpNWD,russian classical piano,"Ständchen (From Schwanengesang, D957)","./scrapes/Romance/Ständchen (From Schwanengesang, D957).mp3",https://p.scdn.co/mp3-preview/379ae0820f9edc5b8c926c4cbbeaad26f2e1d858?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ständchen (From Schwanengesang, D957).mp3",Evgeny Kissin,0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,Romance
3vSOD8Ng5m8eLH4EhoJcTL,classical,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin","./scrapes/Romance/Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",Claude Debussy,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,Romance
3vSOD8Ng5m8eLH4EhoJcTL,impressionism,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin","./scrapes/Romance/Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",Claude Debussy,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,Romance
3vSOD8Ng5m8eLH4EhoJcTL,post-romantic era,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin","./scrapes/Romance/Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",Claude Debussy,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,Romance
3vSOD8Ng5m8eLH4EhoJcTL,classical piano,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin","./scrapes/Romance/Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",Víkingur Ólafsson,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,Romance
3vSOD8Ng5m8eLH4EhoJcTL,nordic classical piano,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin","./scrapes/Romance/Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin.mp3",Víkingur Ólafsson,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,Romance
6aD8MeXrjHNz7YgrTLHhyA,british modern classical,"Serenade for Strings in E Minor, Op. 20: II. Larghetto","./scrapes/Romance/Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",https://p.scdn.co/mp3-preview/1bf11b5eb37781e8eaff6554ed86468b25e4b020?cid=04efa8f320b849739fa98c7d12ffbe9c,"Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",Edward Elgar,0.428,0.003,0,-31.005,1,0.0709,0.995,0.924,0.0889,0.0934,69.108,Romance
6aD8MeXrjHNz7YgrTLHhyA,classical,"Serenade for Strings in E Minor, Op. 20: II. Larghetto","./scrapes/Romance/Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",https://p.scdn.co/mp3-preview/1bf11b5eb37781e8eaff6554ed86468b25e4b020?cid=04efa8f320b849739fa98c7d12ffbe9c,"Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",Edward Elgar,0.428,0.003,0,-31.005,1,0.0709,0.995,0.924,0.0889,0.0934,69.108,Romance
6aD8MeXrjHNz7YgrTLHhyA,late romantic era,"Serenade for Strings in E Minor, Op. 20: II. Larghetto","./scrapes/Romance/Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",https://p.scdn.co/mp3-preview/1bf11b5eb37781e8eaff6554ed86468b25e4b020?cid=04efa8f320b849739fa98c7d12ffbe9c,"Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",Edward Elgar,0.428,0.003,0,-31.005,1,0.0709,0.995,0.924,0.0889,0.0934,69.108,Romance
6aD8MeXrjHNz7YgrTLHhyA,victorian britain,"Serenade for Strings in E Minor, Op. 20: II. Larghetto","./scrapes/Romance/Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",https://p.scdn.co/mp3-preview/1bf11b5eb37781e8eaff6554ed86468b25e4b020?cid=04efa8f320b849739fa98c7d12ffbe9c,"Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",Edward Elgar,0.428,0.003,0,-31.005,1,0.0709,0.995,0.924,0.0889,0.0934,69.108,Romance
6aD8MeXrjHNz7YgrTLHhyA,russian classical piano,"Serenade for Strings in E Minor, Op. 20: II. Larghetto","./scrapes/Romance/Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",https://p.scdn.co/mp3-preview/1bf11b5eb37781e8eaff6554ed86468b25e4b020?cid=04efa8f320b849739fa98c7d12ffbe9c,"Serenade for Strings in E Minor, Op. 20: II. Larghetto.mp3",Sofja Gülbadamova,0.428,0.003,0,-31.005,1,0.0709,0.995,0.924,0.0889,0.0934,69.108,Romance
7n92QzQomRCLlciO14X0kd,classical,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,./scrapes/Romance/Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,https://p.scdn.co/mp3-preview/9cc5f88f7135355cb8482f6639139422b1974634?cid=04efa8f320b849739fa98c7d12ffbe9c,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,Frédéric Chopin,0.387,0.0451,3,-24.698,1,0.0364,0.99,0.913,0.112,0.071,61.494,Romance
7n92QzQomRCLlciO14X0kd,early romantic era,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,./scrapes/Romance/Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,https://p.scdn.co/mp3-preview/9cc5f88f7135355cb8482f6639139422b1974634?cid=04efa8f320b849739fa98c7d12ffbe9c,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,Frédéric Chopin,0.387,0.0451,3,-24.698,1,0.0364,0.99,0.913,0.112,0.071,61.494,Romance
7n92QzQomRCLlciO14X0kd,polish classical,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,./scrapes/Romance/Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,https://p.scdn.co/mp3-preview/9cc5f88f7135355cb8482f6639139422b1974634?cid=04efa8f320b849739fa98c7d12ffbe9c,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,Frédéric Chopin,0.387,0.0451,3,-24.698,1,0.0364,0.99,0.913,0.112,0.071,61.494,Romance
7n92QzQomRCLlciO14X0kd,classical piano,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,./scrapes/Romance/Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,https://p.scdn.co/mp3-preview/9cc5f88f7135355cb8482f6639139422b1974634?cid=04efa8f320b849739fa98c7d12ffbe9c,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,Luis Fernando Pérez,0.387,0.0451,3,-24.698,1,0.0364,0.99,0.913,0.112,0.071,61.494,Romance
7n92QzQomRCLlciO14X0kd,spanish classical piano,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,./scrapes/Romance/Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,https://p.scdn.co/mp3-preview/9cc5f88f7135355cb8482f6639139422b1974634?cid=04efa8f320b849739fa98c7d12ffbe9c,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1.mp3,Luis Fernando Pérez,0.387,0.0451,3,-24.698,1,0.0364,0.99,0.913,0.112,0.071,61.494,Romance
7hyq9VKysg8g1L5R0y41dt,classical,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Erik Satie,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,early avant garde,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Erik Satie,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,early modern classical,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Erik Satie,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,impressionism,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Erik Satie,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,post-romantic era,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Erik Satie,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,classical cello,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Gautier Capuçon,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
7hyq9VKysg8g1L5R0y41dt,french orchestra,Satie / Orch. Ducros: Gymnopédie No. 1,./scrapes/Romance/Satie / Orch. Ducros: Gymnopédie No. 1.mp3,,Satie / Orch. Ducros: Gymnopédie No. 1.mp3,Orchestre de chambre de Paris,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,Romance
