id,genre,track_name,location,preview_url,filename,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
3sUtDNoHKdFV4WXShozY22,neo-classical,Akal Ki,./scrapes/Dark/Akal Ki.mp3,https://p.scdn.co/mp3-preview/1f8695f28af88e403a09a496b8737555d9dfaccc?cid=04efa8f320b849739fa98c7d12ffbe9c,Akal Ki.mp3,Aukai,0.652,0.515,11,-12.034,0,0.0324,0.239,0.751,0.0991,0.203,134.969,Dark
2DmIDwMhMA3V0KipI78nM1,neoclassical darkwave,No Step on Wing,./scrapes/Dark/No Step on Wing.mp3,https://p.scdn.co/mp3-preview/3dacdcc974c08a2b6818ca43bd5fd45251cf6c1a?cid=04efa8f320b849739fa98c7d12ffbe9c,No Step on Wing.mp3,Nils Frahm,0.181,0.161,11,-27.538,1,0.0348,0.931,0.947,0.134,0.24,93.444,Dark
0TeV9D5NtoAjITBs80oMVg,soundtrack,Into the Fire,./scrapes/Dark/Into the Fire.mp3,https://p.scdn.co/mp3-preview/9e458d47e99aaac612bb22e4a063c395e87c3997?cid=04efa8f320b849739fa98c7d12ffbe9c,Into the Fire.mp3,Patrick Jonsson,0.371,0.235,6,-17.785,0,0.0384,0.906,0.943,0.11,0.0381,128.069,Dark
3Pb1B51RXr8DnmGpR14GXl,italian electronica,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
2njj6RRRr3LTQ0KR57k3bY,modern cello,Carapace,./scrapes/Dark/Carapace.mp3,https://p.scdn.co/mp3-preview/afccdc6c43a6990bcd072eeffe4143d96e4738e8?cid=04efa8f320b849739fa98c7d12ffbe9c,Carapace.mp3,Julia Kent,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,Dark
4ANoLzEjtGOBl5qCvEiLov,wonky,A Year and a Day,./scrapes/Dark/A Year and a Day.mp3,https://p.scdn.co/mp3-preview/201c4cd6b99a77e5e0103be4e0c1327901633a54?cid=04efa8f320b849739fa98c7d12ffbe9c,A Year and a Day.mp3,Kelpe,0.17,0.218,0,-16.384,1,0.0394,0.401,0.878,0.102,0.0373,115.138,Dark
1sk2K7lpkZgAbTRjF07HhK,brighton indie,Nouveau-Né (Re-Imagined),./scrapes/Dark/Nouveau-Né (Re-Imagined).mp3,https://p.scdn.co/mp3-preview/7dc5938b7970af7ebc85e7131b422491c9b8b7c5?cid=04efa8f320b849739fa98c7d12ffbe9c,Nouveau-Né (Re-Imagined).mp3,Phoria,0.415,0.0711,11,-27.629,1,0.0355,0.989,0.871,0.0856,0.11,79.004,Dark
6TCkr5rl8Bu12hIXheOTqx,nu age,Parade I,./scrapes/Dark/Parade I.mp3,https://p.scdn.co/mp3-preview/e61a8db698e4737c6c355ea40a6cd2ce17a61d3f?cid=04efa8f320b849739fa98c7d12ffbe9c,Parade I.mp3,Moshimoss,0.142,0.256,4,-16.043,1,0.0416,0.854,0.813,0.0729,0.0307,69.942,Dark
3sUtDNoHKdFV4WXShozY22,compositional ambient,Akal Ki,./scrapes/Dark/Akal Ki.mp3,https://p.scdn.co/mp3-preview/1f8695f28af88e403a09a496b8737555d9dfaccc?cid=04efa8f320b849739fa98c7d12ffbe9c,Akal Ki.mp3,Aukai,0.652,0.515,11,-12.034,0,0.0324,0.239,0.751,0.0991,0.203,134.969,Dark
1F3pzdYyCJlnQoCM9gFzaU,new rave,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
1F3pzdYyCJlnQoCM9gFzaU,alternative rock,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Arcade Fire,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
1uIjVysHAMBXEr8Arx7tfT,swiss indie,Ave,./scrapes/Dark/Ave.mp3,https://p.scdn.co/mp3-preview/d8ad1a94a1d492fb8cdf5ff09789bb7c03fe3951?cid=04efa8f320b849739fa98c7d12ffbe9c,Ave.mp3,Pablo Nouvelle,0.587,0.0877,7,-23.077,0,0.0428,0.952,0.931,0.115,0.0922,159.801,Dark
68Cz5sfSKx1ugwoxJzLIHh,electronica,All the Way Round - Edit,./scrapes/Dark/All the Way Round - Edit.mp3,https://p.scdn.co/mp3-preview/aeca5ca6dda7b24d45112a97538481f60d559fc7?cid=04efa8f320b849739fa98c7d12ffbe9c,All the Way Round - Edit.mp3,Kelpe,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,Dark
0ziXftS3A7jAVobpKVKwg9,post-rock,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir)","./scrapes/Dark/Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",https://p.scdn.co/mp3-preview/728e9c2984513a9550fcea88a3be6ebe6cb8e80f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Dvergmál (with Steindór Andersen, Hilmar Örn Hilmarsson and María Huld Markan Sigfúsdóttir).mp3",Sigur Rós,0.452,0.507,9,-13.181,0,0.0272,0.215,0.905,0.0788,0.56,130.608,Dark
2njj6RRRr3LTQ0KR57k3bY,cello,Carapace,./scrapes/Dark/Carapace.mp3,https://p.scdn.co/mp3-preview/afccdc6c43a6990bcd072eeffe4143d96e4738e8?cid=04efa8f320b849739fa98c7d12ffbe9c,Carapace.mp3,Julia Kent,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,Dark
3Pb1B51RXr8DnmGpR14GXl,compositional ambient,Rückenfigur,./scrapes/Dark/Rückenfigur.mp3,https://p.scdn.co/mp3-preview/4d9612f4ce632faf59d73e0409efca2587cdaef4?cid=04efa8f320b849739fa98c7d12ffbe9c,Rückenfigur.mp3,Dardust,0.627,0.468,7,-10.916,0,0.0291,0.522,0.927,0.326,0.13,95.002,Dark
1F3pzdYyCJlnQoCM9gFzaU,freak folk,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Owen Pallett,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5b6rOFv35qB3NUWAzHzX6s,modern cello,Mayday,./scrapes/Dark/Mayday.mp3,https://p.scdn.co/mp3-preview/f5c78c6734eefe0bc767dca4fefe03ab3d472bc1?cid=04efa8f320b849739fa98c7d12ffbe9c,Mayday.mp3,Michael Peter Olsen,0.178,0.206,2,-16.532,1,0.0431,0.299,0.831,0.125,0.0766,126.614,Dark
1F3pzdYyCJlnQoCM9gFzaU,chamber pop,Dimensions,./scrapes/Dark/Dimensions.mp3,https://p.scdn.co/mp3-preview/5bab5a0e4b071d63509896b706101d0d6267632a?cid=04efa8f320b849739fa98c7d12ffbe9c,Dimensions.mp3,Owen Pallett,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,Dark
5h9QpeYnU4Q652BUKFXwQ4,neo-classical,Salt Point,./scrapes/Dark/Salt Point.mp3,https://p.scdn.co/mp3-preview/078650ac8df141bc66a9d4d71b99abd3bec3e450?cid=04efa8f320b849739fa98c7d12ffbe9c,Salt Point.mp3,Julia Kent,0.379,0.15,9,-16.608,0,0.0301,0.925,0.93,0.0821,0.0382,96.103,Dark
7pjiR8Zqj4PNHjO3YRdDXQ,classical,"Don Giovanni, K. 527, Act I: ""Madamina il catalogo è questo"" - Instrumental Version","./scrapes/Happy/Don Giovanni, K. 527, Act I: ""Madamina il catalogo è questo"" - Instrumental Version.mp3",https://p.scdn.co/mp3-preview/95a7184000e15b3c318bd749f9ca414ca299c9fe?cid=04efa8f320b849739fa98c7d12ffbe9c,"Don Giovanni, K. 527, Act I: ""Madamina il catalogo è questo"" - Instrumental Version.mp3",Wolfgang Amadeus Mozart,0.251,0.0636,2,-24.696,1,0.0451,0.933,0.811,0.0587,0.168,91.288,Happy
6nLlJi9YelHu6ljTDBA12U,german baroque,"Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro","./scrapes/Happy/Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro.mp3",https://p.scdn.co/mp3-preview/5306d337732a47f3e2aa5164141f5576406dfcbd?cid=04efa8f320b849739fa98c7d12ffbe9c,"Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro.mp3",George Frideric Handel,0.57,0.288,2,-13.782,1,0.034,0.965,0.884,0.0661,0.682,100.789,Happy
2DoX2EpC90wz1LtB9Mkb0v,classical,"Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro","./scrapes/Happy/Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro.mp3",https://p.scdn.co/mp3-preview/7b226f4aeaebaa5c82633bc55d671dda9198879e?cid=04efa8f320b849739fa98c7d12ffbe9c,"Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro.mp3",Wolfgang Amadeus Mozart,0.301,0.216,2,-15.938,1,0.0372,0.972,0.89,0.125,0.126,137.061,Happy
7AGiqonERMfGrFJ6eWvUG6,classical,"Divertimento in D Major, K. 251: III. Andatino - Allegretto","./scrapes/Happy/Divertimento in D Major, K. 251: III. Andatino - Allegretto.mp3",https://p.scdn.co/mp3-preview/94c0e2ffaf01920b4612fcb33e0c213ec84baaea?cid=04efa8f320b849739fa98c7d12ffbe9c,"Divertimento in D Major, K. 251: III. Andatino - Allegretto.mp3",Wolfgang Amadeus Mozart,0.219,0.0615,9,-25.103,1,0.0451,0.972,0.903,0.199,0.236,70.066,Happy
5nsYZFNyMefd50yamWgMfy,late romantic era,"Pomp and Circumstance, Op. 39: No. 1, March in D Major","./scrapes/Happy/Pomp and Circumstance, Op. 39: No. 1, March in D Major.mp3",https://p.scdn.co/mp3-preview/c692a3670d7a16473204693266b462284b38590b?cid=04efa8f320b849739fa98c7d12ffbe9c,"Pomp and Circumstance, Op. 39: No. 1, March in D Major.mp3",Edward Elgar,0.274,0.434,2,-11.61,1,0.0433,0.689,0.76,0.0705,0.315,131.962,Happy
5djgV77IKel0XcyLkpzLY9,italian baroque,"Sinfonia in G Major, RV 149: III. Allegro","./scrapes/Happy/Sinfonia in G Major, RV 149: III. Allegro.mp3",https://p.scdn.co/mp3-preview/7867e27bfaf5ff7fce6e36f36313aac5eb4e331a?cid=04efa8f320b849739fa98c7d12ffbe9c,"Sinfonia in G Major, RV 149: III. Allegro.mp3",Antonio Vivaldi,0.439,0.197,2,-18.713,1,0.0412,0.931,0.96,0.175,0.617,143.929,Happy
6y3mkMXdhEwq4KLcJ8Euoz,late romantic era,"The Nutcracker Suite, Op. 71a: No. 2a, March of the Toy Soldiers","./scrapes/Happy/The Nutcracker Suite, Op. 71a: No. 2a, March of the Toy Soldiers.mp3",https://p.scdn.co/mp3-preview/8d3069ef690d1b9a75d66d2e411b6903dbdf4105?cid=04efa8f320b849739fa98c7d12ffbe9c,"The Nutcracker Suite, Op. 71a: No. 2a, March of the Toy Soldiers.mp3",Pyotr Ilyich Tchaikovsky,0.566,0.25,4,-17.376,0,0.0399,0.959,0.932,0.139,0.382,74.104,Happy
1nycJ4nPktnTt3oNXTFiCq,classical,"Rondò in D Major, K. 485","./scrapes/Happy/Rondò in D Major, K. 485.mp3",https://p.scdn.co/mp3-preview/71bb2b9ef6ffeb59c8ee8a1ce52e1209e5832cec?cid=04efa8f320b849739fa98c7d12ffbe9c,"Rondò in D Major, K. 485.mp3",Wolfgang Amadeus Mozart,0.448,0.0281,2,-29.84,1,0.047,0.992,0.885,0.0685,0.537,76.383,Happy
1xJgnAJ1u5xUeFXoov8LpK,post-romantic era,"Le piccadilly ""March for Piano""","./scrapes/Happy/Le piccadilly ""March for Piano"".mp3",https://p.scdn.co/mp3-preview/60482223ce7d5d7a34ff6c72e7d787e3db34641a?cid=04efa8f320b849739fa98c7d12ffbe9c,"Le piccadilly ""March for Piano"".mp3",Erik Satie,0.49,0.198,5,-19.354,1,0.0427,0.985,0.846,0.0751,0.918,97.652,Happy
5C8ZHJ4kZsP8wWkS0YZnRd,british modern classical,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity","./scrapes/Happy/The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity.mp3",https://p.scdn.co/mp3-preview/dcb9edb4a6572c2784c9610653ed9a08b4887a86?cid=04efa8f320b849739fa98c7d12ffbe9c,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity.mp3",Gustav Holst,0.249,0.302,7,-14.062,0,0.034,0.938,0.839,0.059,0.262,147.882,Happy
0s724CFi2MnFkSCp0Wnhgo,early romantic era,"Symphony No. 5 in C Minor, Op. 67: IV. Allegro","./scrapes/Happy/Symphony No. 5 in C Minor, Op. 67: IV. Allegro.mp3",https://p.scdn.co/mp3-preview/ffc43aa88bc0c4c60f5fc7e6458a5e9ac6135047?cid=04efa8f320b849739fa98c7d12ffbe9c,"Symphony No. 5 in C Minor, Op. 67: IV. Allegro.mp3",Ludwig van Beethoven,0.266,0.373,0,-15.083,1,0.0352,0.883,0.868,0.102,0.391,91.792,Happy
1PMJtog6Oz1P5TQUyfPXYa,string orchestra,Fiddle Faddle,./scrapes/Happy/Fiddle Faddle.mp3,https://p.scdn.co/mp3-preview/1e296711e1bc55120d97f182fbea17e9fc24d64e?cid=04efa8f320b849739fa98c7d12ffbe9c,Fiddle Faddle.mp3,Metamorphose String Orchestra,0.454,0.226,2,-18.71,1,0.0447,0.589,0.799,0.0478,0.529,138.366,Happy
5YW7yQHgVxiWCMvmlV3ryP,classical era,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai"" - Instrumental Version","./scrapes/Happy/Le nozze di Figaro, K. 492, Act I: ""Non più andrai"" - Instrumental Version.mp3",https://p.scdn.co/mp3-preview/ccfe6e04ffb1dfbb605a8b9846dec2a55fda1457?cid=04efa8f320b849739fa98c7d12ffbe9c,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai"" - Instrumental Version.mp3",Wolfgang Amadeus Mozart,0.505,0.131,7,-16.833,1,0.0496,0.941,0.895,0.0979,0.434,145.696,Happy
74V6AIKsjo23i0EIMPIwmn,neoclassicism,"10 Pieces from Romeo and Juliet, Op. 75: No. 4, Masks - Live","./scrapes/Happy/10 Pieces from Romeo and Juliet, Op. 75: No. 4, Masks - Live.mp3",https://p.scdn.co/mp3-preview/dce9110b7ef9e8cff2d0f230cf1fa048347296ee?cid=04efa8f320b849739fa98c7d12ffbe9c,"10 Pieces from Romeo and Juliet, Op. 75: No. 4, Masks - Live.mp3",Sergei Prokofiev,0.467,0.142,10,-21.795,1,0.0383,0.648,0.397,0.157,0.0611,93.615,Happy
2tRniNA0Xl6I2c5dSoaWCM,classical,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala","./scrapes/Happy/Carmen Suite No. 1: No. 5, Les dragons d'Alcala.mp3",https://p.scdn.co/mp3-preview/0e5bfae3cbe8e012a51bcf1b5e4bd03a81572f9d?cid=04efa8f320b849739fa98c7d12ffbe9c,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala.mp3",Georges Bizet,0.551,0.0333,7,-34.082,1,0.06,0.976,0.0839,0.235,0.401,131.566,Happy
2DoX2EpC90wz1LtB9Mkb0v,classical era,"Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro","./scrapes/Happy/Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro.mp3",https://p.scdn.co/mp3-preview/7b226f4aeaebaa5c82633bc55d671dda9198879e?cid=04efa8f320b849739fa98c7d12ffbe9c,"Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro.mp3",Wolfgang Amadeus Mozart,0.301,0.216,2,-15.938,1,0.0372,0.972,0.89,0.125,0.126,137.061,Happy
45AGuejzfcRMgNeAxoF6Ce,classical era,"Eine kleine Nachtmusik in G Major, K. 525: IV. Rondò. Allegro","./scrapes/Happy/Eine kleine Nachtmusik in G Major, K. 525: IV. Rondò. Allegro.mp3",https://p.scdn.co/mp3-preview/aa999c7ddb232be6157097eb5957368de2713810?cid=04efa8f320b849739fa98c7d12ffbe9c,"Eine kleine Nachtmusik in G Major, K. 525: IV. Rondò. Allegro.mp3",Wolfgang Amadeus Mozart,0.462,0.182,2,-20.807,1,0.0361,0.969,0.899,0.243,0.688,111.877,Happy
1ISbc05WTtcVh7q7QOXuu4,pops orchestra,William Tell Overture,./scrapes/Happy/William Tell Overture.mp3,https://p.scdn.co/mp3-preview/588360ca70b328b26bd952933ea2501982232027?cid=04efa8f320b849739fa98c7d12ffbe9c,William Tell Overture.mp3,Boston Pops Orchestra,0.324,0.682,4,-10.208,1,0.0619,0.763,0.658,0.127,0.645,169.329,Happy
6nLlJi9YelHu6ljTDBA12U,early music,"Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro","./scrapes/Happy/Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro.mp3",https://p.scdn.co/mp3-preview/5306d337732a47f3e2aa5164141f5576406dfcbd?cid=04efa8f320b849739fa98c7d12ffbe9c,"Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro.mp3",George Frideric Handel,0.57,0.288,2,-13.782,1,0.034,0.965,0.884,0.0661,0.682,100.789,Happy
0hwNPstq5yBTyc3xw3KCC7,polish classical,"Waltzes, Op. 64: No. 1 in D-Flat Major ""Minute Waltz""","./scrapes/Happy/Waltzes, Op. 64: No. 1 in D-Flat Major ""Minute Waltz"".mp3",https://p.scdn.co/mp3-preview/eab56b199887bfa30855b6de77549c7b7c403836?cid=04efa8f320b849739fa98c7d12ffbe9c,"Waltzes, Op. 64: No. 1 in D-Flat Major ""Minute Waltz"".mp3",Frédéric Chopin,0.363,0.12,8,-24.454,1,0.0344,0.982,0.956,0.244,0.462,100.75,Happy
5g4pJX2KPxecIE1r4IOHQI,early romantic era,"Symphony No. 4 in A Major, Op. 90, MWV N16 ""Italian"": I. Allegro Vivace","./scrapes/Happy/Symphony No. 4 in A Major, Op. 90, MWV N16 ""Italian"": I. Allegro Vivace.mp3",https://p.scdn.co/mp3-preview/060a8528236475a162028f23c0c02560401e384b?cid=04efa8f320b849739fa98c7d12ffbe9c,"Symphony No. 4 in A Major, Op. 90, MWV N16 ""Italian"": I. Allegro Vivace.mp3",Felix Mendelssohn,0.257,0.219,9,-20.989,1,0.0397,0.82,0.904,0.108,0.268,106.495,Happy
5C8ZHJ4kZsP8wWkS0YZnRd,orchestra,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity","./scrapes/Happy/The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity.mp3",https://p.scdn.co/mp3-preview/dcb9edb4a6572c2784c9610653ed9a08b4887a86?cid=04efa8f320b849739fa98c7d12ffbe9c,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity.mp3",London Philharmonic Orchestra,0.249,0.302,7,-14.062,0,0.034,0.938,0.839,0.059,0.262,147.882,Happy
2tRniNA0Xl6I2c5dSoaWCM,french romanticism,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala","./scrapes/Happy/Carmen Suite No. 1: No. 5, Les dragons d'Alcala.mp3",https://p.scdn.co/mp3-preview/0e5bfae3cbe8e012a51bcf1b5e4bd03a81572f9d?cid=04efa8f320b849739fa98c7d12ffbe9c,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala.mp3",Georges Bizet,0.551,0.0333,7,-34.082,1,0.06,0.976,0.0839,0.235,0.401,131.566,Happy
1rr8JLDBh2p9t8i2NfpEtC,classical trombone,"Slavonic Dances, Op. 46: No. 4, Sousedská","./scrapes/Happy/Slavonic Dances, Op. 46: No. 4, Sousedská.mp3",https://p.scdn.co/mp3-preview/f55d8a613f2f70b095e9799c442336c0e2f0d902?cid=04efa8f320b849739fa98c7d12ffbe9c,"Slavonic Dances, Op. 46: No. 4, Sousedská.mp3",Ricardo Casero,0.153,0.0138,5,-28.865,1,0.0368,0.954,0.87,0.102,0.0735,75.857,Happy
1rr8JLDBh2p9t8i2NfpEtC,classical,"Slavonic Dances, Op. 46: No. 4, Sousedská","./scrapes/Happy/Slavonic Dances, Op. 46: No. 4, Sousedská.mp3",https://p.scdn.co/mp3-preview/f55d8a613f2f70b095e9799c442336c0e2f0d902?cid=04efa8f320b849739fa98c7d12ffbe9c,"Slavonic Dances, Op. 46: No. 4, Sousedská.mp3",Antonín Dvořák,0.153,0.0138,5,-28.865,1,0.0368,0.954,0.87,0.102,0.0735,75.857,Happy
0s724CFi2MnFkSCp0Wnhgo,string orchestra,"Symphony No. 5 in C Minor, Op. 67: IV. Allegro","./scrapes/Happy/Symphony No. 5 in C Minor, Op. 67: IV. Allegro.mp3",https://p.scdn.co/mp3-preview/ffc43aa88bc0c4c60f5fc7e6458a5e9ac6135047?cid=04efa8f320b849739fa98c7d12ffbe9c,"Symphony No. 5 in C Minor, Op. 67: IV. Allegro.mp3",Metamorphose String Orchestra,0.266,0.373,0,-15.083,1,0.0352,0.883,0.868,0.102,0.391,91.792,Happy
6nLRT4PHkiM7yb94G8gXZs,classical era,"Symphony No. 8 in F Major, Op. 93: IV. Allegro vivace","./scrapes/Happy/Symphony No. 8 in F Major, Op. 93: IV. Allegro vivace.mp3",https://p.scdn.co/mp3-preview/a84e4f8e97817deba9472238762c0d2f689971e9?cid=04efa8f320b849739fa98c7d12ffbe9c,"Symphony No. 8 in F Major, Op. 93: IV. Allegro vivace.mp3",Ludwig van Beethoven,0.352,0.202,5,-18.334,1,0.0349,0.946,0.881,0.221,0.182,134.231,Happy
5djgV77IKel0XcyLkpzLY9,baroque,"Sinfonia in G Major, RV 149: III. Allegro","./scrapes/Happy/Sinfonia in G Major, RV 149: III. Allegro.mp3",https://p.scdn.co/mp3-preview/7867e27bfaf5ff7fce6e36f36313aac5eb4e331a?cid=04efa8f320b849739fa98c7d12ffbe9c,"Sinfonia in G Major, RV 149: III. Allegro.mp3",Antonio Vivaldi,0.439,0.197,2,-18.713,1,0.0412,0.931,0.96,0.175,0.617,143.929,Happy
